CHR	START	END	ID	LENGTH
1	9615521	9616018	chr1:9615521-9616018	498
1	9626912	9627446	chr1:9626912-9627446	535
1	9687118	9687417	chr1:9687118-9687417	300
1	9702234	9702581	chr1:9702234-9702581	348
1	9721692	9722201	chr1:9721692-9722201	510
1	9784496	9784938	chr1:9784496-9784938	443
1	9867349	9867934	chr1:9867349-9867934	586
1	9874796	9875313	chr1:9874796-9875313	518
1	9942349	9942809	chr1:9942349-9942809	461
1	9950300	9950705	chr1:9950300-9950705	406
1	10032451	10032889	chr1:10032451-10032889	439
1	10152923	10153339	chr1:10152923-10153339	417
1	10338031	10338465	chr1:10338031-10338465	435
1	10428001	10428486	chr1:10428001-10428486	486
1	10430139	10430620	chr1:10430139-10430620	482
1	10507352	10507827	chr1:10507352-10507827	476
1	10514396	10514788	chr1:10514396-10514788	393
1	10530205	10530663	chr1:10530205-10530663	459
1	10867045	10867628	chr1:10867045-10867628	584
1	10909881	10910443	chr1:10909881-10910443	563
1	10960907	10961503	chr1:10960907-10961503	597
1	10980275	10980684	chr1:10980275-10980684	410
1	11037524	11038052	chr1:11037524-11038052	529
1	11060023	11060441	chr1:11060023-11060441	419
1	11320287	11320584	chr1:11320287-11320584	298
1	11337497	11337899	chr1:11337497-11337899	403
1	11478672	11478997	chr1:11478672-11478997	326
1	11642367	11642807	chr1:11642367-11642807	441
1	11645728	11646094	chr1:11645728-11646094	367
1	11650339	11650799	chr1:11650339-11650799	461
1	11663958	11664539	chr1:11663958-11664539	582
1	11736381	11736642	chr1:11736381-11736642	262
1	11785092	11785570	chr1:11785092-11785570	479
1	11838556	11839107	chr1:11838556-11839107	552
1	11859247	11859591	chr1:11859247-11859591	345
1	11893846	11894345	chr1:11893846-11894345	500
1	11907624	11908040	chr1:11907624-11908040	417
1	11967134	11967486	chr1:11967134-11967486	353
1	11982102	11982337	chr1:11982102-11982337	236
1	12001575	12001971	chr1:12001575-12001971	397
1	12031220	12031659	chr1:12031220-12031659	440
1	12079635	12079903	chr1:12079635-12079903	269
1	12118555	12118971	chr1:12118555-12118971	417
1	12124749	12125203	chr1:12124749-12125203	455
1	12184348	12184606	chr1:12184348-12184606	259
1	12208785	12209330	chr1:12208785-12209330	546
1	12229679	12230215	chr1:12229679-12230215	537
1	12244262	12244494	chr1:12244262-12244494	233
1	12275409	12275768	chr1:12275409-12275768	360
1	12276253	12276650	chr1:12276253-12276650	398
1	12314314	12314718	chr1:12314314-12314718	405
1	12407395	12407791	chr1:12407395-12407791	397
1	12539884	12540147	chr1:12539884-12540147	264
1	12601193	12601622	chr1:12601193-12601622	430
1	12619799	12620327	chr1:12619799-12620327	529
1	12658932	12659450	chr1:12658932-12659450	519
1	13422514	13422992	chr1:13422514-13422992	479
1	13517250	13517559	chr1:13517250-13517559	310
1	13543930	13544315	chr1:13543930-13544315	386
1	13665593	13666086	chr1:13665593-13666086	494
1	13828820	13829212	chr1:13828820-13829212	393
1	13960277	13960831	chr1:13960277-13960831	555
1	13965804	13966155	chr1:13965804-13966155	352
1	14095001	14095354	chr1:14095001-14095354	354
1	14113817	14114251	chr1:14113817-14114251	435
1	14366428	14366685	chr1:14366428-14366685	258
1	14538355	14538587	chr1:14538355-14538587	233
1	14571924	14572198	chr1:14571924-14572198	275
1	14731871	14732375	chr1:14731871-14732375	505
1	14779121	14779555	chr1:14779121-14779555	435
1	14915268	14915787	chr1:14915268-14915787	520
1	14924646	14924881	chr1:14924646-14924881	236
1	15027423	15028007	chr1:15027423-15028007	585
1	15046485	15047026	chr1:15046485-15047026	542
1	15062467	15062883	chr1:15062467-15062883	417
1	15100226	15100796	chr1:15100226-15100796	571
1	15128434	15128946	chr1:15128434-15128946	513
1	15152253	15152699	chr1:15152253-15152699	447
1	15153986	15154493	chr1:15153986-15154493	508
1	15272479	15273052	chr1:15272479-15273052	574
1	15283510	15283900	chr1:15283510-15283900	391
1	15304697	15305293	chr1:15304697-15305293	597
1	15323464	15323993	chr1:15323464-15323993	530
1	15426965	15427368	chr1:15426965-15427368	404
1	15431044	15431561	chr1:15431044-15431561	518
1	15584449	15584813	chr1:15584449-15584813	365
1	15595111	15595450	chr1:15595111-15595450	340
1	15684808	15685090	chr1:15684808-15685090	283
1	15703109	15703448	chr1:15703109-15703448	340
1	15741307	15741803	chr1:15741307-15741803	497
1	15791898	15792426	chr1:15791898-15792426	529
1	15815428	15815904	chr1:15815428-15815904	477
1	15949053	15949290	chr1:15949053-15949290	238
1	15975612	15976036	chr1:15975612-15976036	425
1	15994483	15994918	chr1:15994483-15994918	436
1	16008878	16009431	chr1:16008878-16009431	554
1	16032796	16033230	chr1:16032796-16033230	435
1	16055948	16056480	chr1:16055948-16056480	533
1	16073630	16073910	chr1:16073630-16073910	281
1	16078847	16079347	chr1:16078847-16079347	501
1	16082242	16082685	chr1:16082242-16082685	444
1	16187654	16188185	chr1:16187654-16188185	532
1	16205007	16205391	chr1:16205007-16205391	385
1	16236162	16236471	chr1:16236162-16236471	310
1	16244337	16244789	chr1:16244337-16244789	453
1	16352404	16352785	chr1:16352404-16352785	382
1	16440341	16440858	chr1:16440341-16440858	518
1	16498924	16499230	chr1:16498924-16499230	307
1	16615561	16615885	chr1:16615561-16615885	325
1	16909823	16910068	chr1:16909823-16910068	246
1	16960501	16960972	chr1:16960501-16960972	472
1	16963394	16963843	chr1:16963394-16963843	450
1	16987010	16987262	chr1:16987010-16987262	253
1	17059639	17060033	chr1:17059639-17060033	395
1	17125688	17126172	chr1:17125688-17126172	485
1	17178178	17178486	chr1:17178178-17178486	309
1	17274224	17274528	chr1:17274224-17274528	305
1	17336056	17336503	chr1:17336056-17336503	448
1	17419742	17420316	chr1:17419742-17420316	575
1	17477337	17477780	chr1:17477337-17477780	444
1	17485364	17485640	chr1:17485364-17485640	277
1	17494156	17494692	chr1:17494156-17494692	537
1	17502227	17502805	chr1:17502227-17502805	579
1	17826075	17826507	chr1:17826075-17826507	433
1	17984516	17984864	chr1:17984516-17984864	349
1	18100398	18100898	chr1:18100398-18100898	501
1	18234763	18235204	chr1:18234763-18235204	442
1	18299643	18300129	chr1:18299643-18300129	487
1	18575535	18576027	chr1:18575535-18576027	493
1	18581380	18581785	chr1:18581380-18581785	406
1	18597331	18597833	chr1:18597331-18597833	503
1	18681380	18681791	chr1:18681380-18681791	412
1	18820697	18821224	chr1:18820697-18821224	528
1	18875116	18875708	chr1:18875116-18875708	593
1	18884067	18884599	chr1:18884067-18884599	533
1	18912936	18913523	chr1:18912936-18913523	588
1	18921526	18921871	chr1:18921526-18921871	346
1	18922464	18922725	chr1:18922464-18922725	262
1	18950047	18950390	chr1:18950047-18950390	344
1	18972489	18972937	chr1:18972489-18972937	449
1	19012331	19012587	chr1:19012331-19012587	257
1	19096236	19096667	chr1:19096236-19096667	432
1	19113695	19114028	chr1:19113695-19114028	334
1	19179544	19179905	chr1:19179544-19179905	362
1	19232523	19232759	chr1:19232523-19232759	237
1	19241178	19241669	chr1:19241178-19241669	492
1	19312279	19312638	chr1:19312279-19312638	360
1	19341424	19341906	chr1:19341424-19341906	483
1	19344295	19344740	chr1:19344295-19344740	446
1	19374273	19374716	chr1:19374273-19374716	444
1	19391183	19391762	chr1:19391183-19391762	580
1	19398444	19398813	chr1:19398444-19398813	370
1	19405196	19405634	chr1:19405196-19405634	439
1	19439848	19440196	chr1:19439848-19440196	349
1	19445698	19446083	chr1:19445698-19446083	386
1	19487702	19488132	chr1:19487702-19488132	431
1	19582236	19582683	chr1:19582236-19582683	448
1	19651129	19651551	chr1:19651129-19651551	423
1	19653598	19654113	chr1:19653598-19654113	516
1	19659765	19660209	chr1:19659765-19660209	445
1	19661718	19662125	chr1:19661718-19662125	408
1	19704436	19705021	chr1:19704436-19705021	586
1	19762134	19762574	chr1:19762134-19762574	441
1	19799403	19799846	chr1:19799403-19799846	444
1	19811228	19811631	chr1:19811228-19811631	404
1	19917932	19918384	chr1:19917932-19918384	453
1	19974706	19975201	chr1:19974706-19975201	496
1	20087689	20087994	chr1:20087689-20087994	306
1	20100807	20101299	chr1:20100807-20101299	493
1	20152267	20152779	chr1:20152267-20152779	513
1	20165408	20165811	chr1:20165408-20165811	404
1	20187285	20187524	chr1:20187285-20187524	240
1	20195130	20195616	chr1:20195130-20195616	487
1	20212725	20213286	chr1:20212725-20213286	562
1	20233437	20233730	chr1:20233437-20233730	294
1	20361698	20362193	chr1:20361698-20362193	496
1	20367106	20367527	chr1:20367106-20367527	422
1	20376817	20377335	chr1:20376817-20377335	519
1	20430401	20430842	chr1:20430401-20430842	442
1	20483900	20484265	chr1:20483900-20484265	366
1	20493704	20494216	chr1:20493704-20494216	513
1	20522214	20522711	chr1:20522214-20522711	498
1	20575223	20575609	chr1:20575223-20575609	387
1	20633134	20633622	chr1:20633134-20633622	489
1	20640037	20640624	chr1:20640037-20640624	588
1	20661335	20661692	chr1:20661335-20661692	358
1	20733028	20733369	chr1:20733028-20733369	342
1	20981922	20982280	chr1:20981922-20982280	359
1	21195106	21195599	chr1:21195106-21195599	494
1	21216849	21217345	chr1:21216849-21217345	497
1	21217872	21218228	chr1:21217872-21218228	357
1	21231915	21232394	chr1:21231915-21232394	480
1	21245018	21245312	chr1:21245018-21245312	295
1	21255111	21255612	chr1:21255111-21255612	502
1	21270143	21270636	chr1:21270143-21270636	494
1	21302646	21302961	chr1:21302646-21302961	316
1	21319356	21319721	chr1:21319356-21319721	366
1	21322001	21322240	chr1:21322001-21322240	240
1	21334639	21335191	chr1:21334639-21335191	553
1	21341543	21341807	chr1:21341543-21341807	265
1	21368444	21368967	chr1:21368444-21368967	524
1	21490836	21491165	chr1:21490836-21491165	330
1	21508998	21509357	chr1:21508998-21509357	360
1	21534857	21535194	chr1:21534857-21535194	338
1	21574024	21574422	chr1:21574024-21574422	399
1	21595544	21595953	chr1:21595544-21595953	410
1	21659062	21659522	chr1:21659062-21659522	461
1	21814380	21814908	chr1:21814380-21814908	529
1	21939617	21940108	chr1:21939617-21940108	492
1	21963958	21964389	chr1:21963958-21964389	432
1	22105577	22106058	chr1:22105577-22106058	482
1	22131864	22132258	chr1:22131864-22132258	395
1	22143356	22143668	chr1:22143356-22143668	313
1	22275784	22276272	chr1:22275784-22276272	489
1	22416564	22416996	chr1:22416564-22416996	433
1	22420423	22420819	chr1:22420423-22420819	397
1	22641959	22642541	chr1:22641959-22642541	583
1	22665803	22666110	chr1:22665803-22666110	308
1	22674135	22674483	chr1:22674135-22674483	349
1	22704379	22704875	chr1:22704379-22704875	497
1	22862053	22862529	chr1:22862053-22862529	477
1	22889168	22889698	chr1:22889168-22889698	531
1	22930270	22930768	chr1:22930270-22930768	499
1	22964179	22964639	chr1:22964179-22964639	461
1	22976399	22976807	chr1:22976399-22976807	409
1	23098576	23099144	chr1:23098576-23099144	569
1	23177578	23177938	chr1:23177578-23177938	361
1	23179038	23179344	chr1:23179038-23179344	307
1	23184608	23185104	chr1:23184608-23185104	497
1	23216667	23217133	chr1:23216667-23217133	467
1	23403838	23404368	chr1:23403838-23404368	531
1	23483414	23483758	chr1:23483414-23483758	345
1	23483996	23484314	chr1:23483996-23484314	319
1	23496902	23497459	chr1:23496902-23497459	558
1	23539767	23540233	chr1:23539767-23540233	467
1	23544639	23545143	chr1:23544639-23545143	505
1	23634894	23635350	chr1:23634894-23635350	457
1	23637444	23637886	chr1:23637444-23637886	443
1	23657573	23658085	chr1:23657573-23658085	513
1	23691425	23691930	chr1:23691425-23691930	506
1	23718532	23718821	chr1:23718532-23718821	290
1	23745648	23745910	chr1:23745648-23745910	263
1	23751330	23751624	chr1:23751330-23751624	295
1	23772062	23772546	chr1:23772062-23772546	485
1	23809692	23810098	chr1:23809692-23810098	407
1	23810759	23811135	chr1:23810759-23811135	377
1	23854711	23854943	chr1:23854711-23854943	233
1	23868175	23868741	chr1:23868175-23868741	567
1	23916777	23917209	chr1:23916777-23917209	433
1	23958862	23959204	chr1:23958862-23959204	343
1	23979949	23980453	chr1:23979949-23980453	505
1	24028050	24028470	chr1:24028050-24028470	421
1	24070749	24071279	chr1:24070749-24071279	531
1	24112507	24112919	chr1:24112507-24112919	413
1	24150366	24150951	chr1:24150366-24150951	586
1	24199215	24199712	chr1:24199215-24199712	498
1	24201823	24202237	chr1:24201823-24202237	415
1	24294707	24294975	chr1:24294707-24294975	269
1	24308743	24308978	chr1:24308743-24308978	236
1	24390135	24390401	chr1:24390135-24390401	267
1	24391266	24391691	chr1:24391266-24391691	426
1	24392290	24392728	chr1:24392290-24392728	439
1	24415327	24415787	chr1:24415327-24415787	461
1	24527189	24527609	chr1:24527189-24527609	421
1	24541996	24542297	chr1:24541996-24542297	302
1	24587116	24587586	chr1:24587116-24587586	471
1	24635219	24635802	chr1:24635219-24635802	584
1	24688447	24688947	chr1:24688447-24688947	501
1	24830646	24831098	chr1:24830646-24831098	453
1	24835003	24835310	chr1:24835003-24835310	308
1	24898070	24898497	chr1:24898070-24898497	428
1	24909478	24909933	chr1:24909478-24909933	456
1	25037198	25037538	chr1:25037198-25037538	341
1	25037615	25038114	chr1:25037615-25038114	500
1	25101334	25101875	chr1:25101334-25101875	542
1	25204826	25205343	chr1:25204826-25205343	518
1	25239844	25240260	chr1:25239844-25240260	417
1	25247540	25247884	chr1:25247540-25247884	345
1	25487598	25487892	chr1:25487598-25487892	295
1	25503834	25504129	chr1:25503834-25504129	296
1	25520444	25520921	chr1:25520444-25520921	478
1	25544002	25544284	chr1:25544002-25544284	283
1	25566623	25566882	chr1:25566623-25566882	260
1	25572727	25573172	chr1:25572727-25573172	446
1	25608524	25608995	chr1:25608524-25608995	472
1	25616103	25616456	chr1:25616103-25616456	354
1	25619000	25619493	chr1:25619000-25619493	494
1	25692672	25692906	chr1:25692672-25692906	235
1	25694544	25694865	chr1:25694544-25694865	322
1	25700717	25701093	chr1:25700717-25701093	377
1	25744104	25744483	chr1:25744104-25744483	380
1	25754568	25754863	chr1:25754568-25754863	296
1	25796755	25797255	chr1:25796755-25797255	501
1	25798102	25798400	chr1:25798102-25798400	299
1	25810767	25811302	chr1:25810767-25811302	536
1	25895342	25895829	chr1:25895342-25895829	488
1	25998085	25998553	chr1:25998085-25998553	469
1	26104876	26105391	chr1:26104876-26105391	516
1	26145058	26145524	chr1:26145058-26145524	467
1	26164101	26164678	chr1:26164101-26164678	578
1	26169581	26170070	chr1:26169581-26170070	490
1	26275514	26276072	chr1:26275514-26276072	559
1	26279607	26279908	chr1:26279607-26279908	302
1	26285045	26285471	chr1:26285045-26285471	427
1	26321451	26322021	chr1:26321451-26322021	571
1	26363752	26364296	chr1:26363752-26364296	545
1	26417036	26417463	chr1:26417036-26417463	428
1	26470326	26470904	chr1:26470326-26470904	579
1	26500077	26500642	chr1:26500077-26500642	566
1	26538728	26538981	chr1:26538728-26538981	254
1	26597544	26598006	chr1:26597544-26598006	463
1	26602330	26602761	chr1:26602330-26602761	432
1	26620114	26620632	chr1:26620114-26620632	519
1	26677410	26677960	chr1:26677410-26677960	551
1	26789131	26789627	chr1:26789131-26789627	497
1	26810033	26810398	chr1:26810033-26810398	366
1	26826304	26826680	chr1:26826304-26826680	377
1	26852947	26853480	chr1:26852947-26853480	534
1	26887171	26887439	chr1:26887171-26887439	269
1	26966837	26967258	chr1:26966837-26967258	422
1	27044477	27044946	chr1:27044477-27044946	470
1	27045850	27046282	chr1:27045850-27046282	433
1	27097341	27097799	chr1:27097341-27097799	459
1	27102577	27103144	chr1:27102577-27103144	568
1	27112091	27112374	chr1:27112091-27112374	284
1	27155023	27155471	chr1:27155023-27155471	449
1	27197859	27198360	chr1:27197859-27198360	502
1	27284592	27285070	chr1:27284592-27285070	479
1	27296647	27297073	chr1:27296647-27297073	427
1	27300721	27301178	chr1:27300721-27301178	458
1	27322064	27322382	chr1:27322064-27322382	319
1	27332710	27333210	chr1:27332710-27333210	501
1	27357335	27357921	chr1:27357335-27357921	587
1	27366525	27366811	chr1:27366525-27366811	287
1	27388357	27388846	chr1:27388357-27388846	490
1	27392251	27392532	chr1:27392251-27392532	282
1	27395314	27395822	chr1:27395314-27395822	509
1	27402279	27402709	chr1:27402279-27402709	431
1	27416439	27416903	chr1:27416439-27416903	465
1	27496761	27497214	chr1:27496761-27497214	454
1	27522998	27523470	chr1:27522998-27523470	473
1	27536742	27536996	chr1:27536742-27536996	255
1	27556645	27557149	chr1:27556645-27557149	505
1	27568468	27568985	chr1:27568468-27568985	518
1	27575307	27575595	chr1:27575307-27575595	289
1	27576019	27576260	chr1:27576019-27576260	242
1	27606302	27606754	chr1:27606302-27606754	453
1	27608539	27608965	chr1:27608539-27608965	427
1	27663053	27663597	chr1:27663053-27663597	545
1	27669092	27669567	chr1:27669092-27669567	476
1	27672226	27672596	chr1:27672226-27672596	371
1	27725564	27725890	chr1:27725564-27725890	327
1	27857922	27858484	chr1:27857922-27858484	563
1	27940431	27940663	chr1:27940431-27940663	233
1	27960027	27960398	chr1:27960027-27960398	372
1	27979627	27980025	chr1:27979627-27980025	399
1	28091109	28091613	chr1:28091109-28091613	505
1	28208856	28209239	chr1:28208856-28209239	384
1	28248351	28248923	chr1:28248351-28248923	573
1	28329565	28329799	chr1:28329565-28329799	235
1	28359567	28360130	chr1:28359567-28360130	564
1	28370096	28370641	chr1:28370096-28370641	546
1	28409707	28410056	chr1:28409707-28410056	350
1	28517903	28518489	chr1:28517903-28518489	587
1	28602827	28603251	chr1:28602827-28603251	425
1	28642984	28643373	chr1:28642984-28643373	390
1	28649083	28649425	chr1:28649083-28649425	343
1	28736437	28736957	chr1:28736437-28736957	521
1	28784954	28785452	chr1:28784954-28785452	499
1	28877119	28877597	chr1:28877119-28877597	479
1	28881964	28882487	chr1:28881964-28882487	524
1	28983710	28983955	chr1:28983710-28983955	246
1	29033843	29034354	chr1:29033843-29034354	512
1	29121186	29121622	chr1:29121186-29121622	437
1	29124374	29124867	chr1:29124374-29124867	494
1	29181802	29182248	chr1:29181802-29182248	447
1	29197510	29197910	chr1:29197510-29197910	401
1	29202811	29203319	chr1:29202811-29203319	509
1	29236143	29236610	chr1:29236143-29236610	468
1	29245822	29246054	chr1:29245822-29246054	233
1	29340856	29341226	chr1:29340856-29341226	371
1	29379468	29379700	chr1:29379468-29379700	233
1	29703529	29703950	chr1:29703529-29703950	422
1	29792986	29793421	chr1:29792986-29793421	436
1	29849138	29849401	chr1:29849138-29849401	264
1	30106093	30106500	chr1:30106093-30106500	408
1	30111443	30111913	chr1:30111443-30111913	471
1	30380341	30380795	chr1:30380341-30380795	455
1	30679112	30679424	chr1:30679112-30679424	313
1	30708084	30708548	chr1:30708084-30708548	465
1	30719092	30719676	chr1:30719092-30719676	585
1	30779548	30780007	chr1:30779548-30780007	460
1	30782260	30782695	chr1:30782260-30782695	436
1	30801633	30802163	chr1:30801633-30802163	531
1	30856130	30856525	chr1:30856130-30856525	396
1	30876854	30877111	chr1:30876854-30877111	258
1	30911283	30911855	chr1:30911283-30911855	573
1	31065829	31066083	chr1:31065829-31066083	255
1	31155245	31155709	chr1:31155245-31155709	465
1	31181448	31181805	chr1:31181448-31181805	358
1	31183866	31184349	chr1:31183866-31184349	484
1	31335047	31335414	chr1:31335047-31335414	368
1	31394508	31395070	chr1:31394508-31395070	563
1	31422647	31423175	chr1:31422647-31423175	529
1	31548790	31549332	chr1:31548790-31549332	543
1	31563960	31564502	chr1:31563960-31564502	543
1	31587691	31588161	chr1:31587691-31588161	471
1	31593916	31594409	chr1:31593916-31594409	494
1	31618085	31618623	chr1:31618085-31618623	539
1	31633118	31633448	chr1:31633118-31633448	331
1	31663729	31664257	chr1:31663729-31664257	529
1	31684043	31684369	chr1:31684043-31684369	327
1	31705160	31705610	chr1:31705160-31705610	451
1	31715572	31716103	chr1:31715572-31716103	532
1	31745604	31746058	chr1:31745604-31746058	455
1	31762590	31763026	chr1:31762590-31763026	437
1	31789101	31789690	chr1:31789101-31789690	590
1	31815920	31816334	chr1:31815920-31816334	415
1	31938197	31938603	chr1:31938197-31938603	407
1	31956085	31956362	chr1:31956085-31956362	278
1	31964083	31964576	chr1:31964083-31964576	494
1	31977763	31978094	chr1:31977763-31978094	332
1	32003440	32003965	chr1:32003440-32003965	526
1	32063370	32063787	chr1:32063370-32063787	418
1	32072552	32072846	chr1:32072552-32072846	295
1	32109364	32109694	chr1:32109364-32109694	331
1	32179748	32180250	chr1:32179748-32180250	503
1	32201078	32201310	chr1:32201078-32201310	233
1	32215485	32216014	chr1:32215485-32216014	530
1	32240383	32240737	chr1:32240383-32240737	355
1	32248084	32248629	chr1:32248084-32248629	546
1	32316485	32316850	chr1:32316485-32316850	366
1	32335086	32335613	chr1:32335086-32335613	528
1	32350992	32351475	chr1:32350992-32351475	484
